,0
4505,"As when a flame the winding valley fills, And runs on crackling shrubs between the hills; Then o’er the stubble up the mountain flies, Fires the high woods, and blazes to the skies, This way and that, the spreading torrent roars: So sweeps the hero through the wasted shores; Around him wide, immense destruction pours And earth is deluged with the sanguine showers, As with autumnal harvests cover’d o’er, And thick bestrewn, lies Ceres’ sacred floor; When round and round, with never-wearied pain, The trampling steers beat out the unnumber’d grain: So the fierce coursers, as the chariot rolls, Tread down whole ranks, and crush out heroes’ souls, Dash’d from their hoofs while o’er the dead they fly, Black, bloody drops the smoking chariot dye: The spiky wheels through heaps of carnage tore; And thick the groaning axles dropp’d with gore."
4506,"High o’er the scene of death Achilles stood, All grim with dust, all horrible in blood: Yet still insatiate, still with rage on flame; Such is the lust of never-dying fame!"
4507,[Illustration: ] CENTAUR     BOOK XXI.
4508,ARGUMENT.
4509,THE BATTLE IN THE RIVER SCAMANDER.
4510,"[269]   The Trojans fly before Achilles, some towards the town, others to the river Scamander: he falls upon the latter with great slaughter: takes twelve captives alive, to sacrifice to the shade of Patroclus; and kills Lycaon and Asteropeus."
4511,"Scamander attacks him with all his waves: Neptune and Pallas assist the hero: Simois joins Scamander: at length Vulcan, by the instigation of Juno, almost dries up the river."
4512,"This combat ended, the other gods engage each other."
4513,"Meanwhile Achilles continues the slaughter, drives the rest into Troy: Agenor only makes a stand, and is conveyed away in a cloud by Apollo; who (to delude Achilles) takes upon him Agenor’s shape, and while he pursues him in that disguise, gives the Trojans an opportunity of retiring into their city."
4514,The same day continues.
4515,The scene is on the banks and in the stream     of Scamander.
4516,"And now to Xanthus’ gliding stream they drove, Xanthus, immortal progeny of Jove."
4517,"The river here divides the flying train, Part to the town fly diverse o’er the plain, Where late their troops triumphant bore the fight, Now chased, and trembling in ignoble flight: (These with a gathered mist Saturnia shrouds, And rolls behind the rout a heap of clouds:) Part plunge into the stream: old Xanthus roars, The flashing billows beat the whiten’d shores: With cries promiscuous all the banks resound, And here, and there, in eddies whirling round, The flouncing steeds and shrieking warriors drown’d."
4518,"As the scorch’d locusts from their fields retire, While fast behind them runs the blaze of fire; Driven from the land before the smoky cloud, The clustering legions rush into the flood: So, plunged in Xanthus by Achilles’ force, Roars the resounding surge with men and horse."
4519,"His bloody lance the hero casts aside, (Which spreading tamarisks on the margin hide,) Then, like a god, the rapid billows braves, Arm’d with his sword, high brandish’d o’er the waves: Now down he plunges, now he whirls it round, Deep groan’d the waters with the dying sound; Repeated wounds the reddening river dyed, And the warm purple circled on the tide."
4520,"Swift through the foamy flood the Trojans fly, And close in rocks or winding caverns lie: So the huge dolphin tempesting the main, In shoals before him fly the scaly train, Confusedly heap’d they seek their inmost caves, Or pant and heave beneath the floating waves."
4521,"Now, tired with slaughter, from the Trojan band Twelve chosen youths he drags alive to land; With their rich belts their captive arms restrains (Late their proud ornaments, but now their chains)."
4522,"These his attendants to the ships convey’d, Sad victims destined to Patroclus’ shade;  Then, as once more he plunged amid the flood, The young Lycaon in his passage stood; The son of Priam; whom the hero’s hand But late made captive in his father’s land (As from a sycamore, his sounding steel Lopp’d the green arms to spoke a chariot wheel) To Lemnos’ isle he sold the royal slave, Where Jason’s son the price demanded gave; But kind Eetion, touching on the shore, The ransom’d prince to fair Arisbe bore."
4523,"Ten days were past, since in his father’s reign He felt the sweets of liberty again; The next, that god whom men in vain withstand Gives the same youth to the same conquering hand Now never to return!"
4524,and doom’d to go A sadder journey to the shades below.
4525,"His well-known face when great Achilles eyed, (The helm and visor he had cast aside With wild affright, and dropp’d upon the field His useless lance and unavailing shield,) As trembling, panting, from the stream he fled, And knock’d his faltering knees, the hero said: “Ye mighty gods!"
4526,what wonders strike my view!
4527,Is it in vain our conquering arms subdue?
4528,"Sure I shall see yon heaps of Trojans kill’d Rise from the shades, and brave me on the field; As now the captive, whom so late I bound And sold to Lemnos, stalks on Trojan ground!"
4529,"Not him the sea’s unmeasured deeps detain, That bar such numbers from their native plain; Lo!"
4530,he returns.
4531,"Try, then, my flying spear!"
4532,"Try, if the grave can hold the wanderer; If earth, at length this active prince can seize, Earth, whose strong grasp has held down Hercules.”  Thus while he spoke, the Trojan pale with fears Approach’d, and sought his knees with suppliant tears Loth as he was to yield his youthful breath, And his soul shivering at the approach of death."
4533,"Achilles raised the spear, prepared to wound; He kiss’d his feet, extended on the ground: And while, above, the spear suspended stood, Longing to dip its thirsty point in blood, One hand embraced them close, one stopp’d the dart, While thus these melting words attempt his heart:  “Thy well-known captive, great Achilles!"
4534,"see, Once more Lycaon trembles at thy knee."
4535,"Some pity to a suppliant’s name afford, Who shared the gifts of Ceres at thy board; Whom late thy conquering arm to Lemnos bore, Far from his father, friends, and native shore; A hundred oxen were his price that day, Now sums immense thy mercy shall repay."
4536,"Scarce respited from woes I yet appear, And scarce twelve morning suns have seen me here; Lo!"
4537,"Jove again submits me to thy hands, Again, her victim cruel Fate demands!"
4538,"I sprang from Priam, and Laothoe fair, (Old Altes’ daughter, and Lelegia’s heir; Who held in Pedasus his famed abode, And ruled the fields where silver Satnio flow’d,) Two sons (alas!"
4539,unhappy sons) she bore; For ah!
4540,"one spear shall drink each brother’s gore, And I succeed to slaughter’d Polydore."
4541,How from that arm of terror shall I fly?
4542,Some demon urges!
4543,’tis my doom to die!
4544,"If ever yet soft pity touch’d thy mind, Ah!"
4545,think not me too much of Hector’s kind!
4546,"Not the same mother gave thy suppliant breath, With his, who wrought thy loved Patroclus’ death.”  These words, attended with a shower of tears, The youth address’d to unrelenting ears: “Talk not of life, or ransom (he replies): Patroclus dead, whoever meets me, dies: In vain a single Trojan sues for grace; But least, the sons of Priam’s hateful race."
4547,"Die then, my friend!"
4548,what boots it to deplore?
4549,"The great, the good Patroclus is no more!"
4550,"He, far thy better, was foredoom’d to die, And thou, dost thou bewail mortality?"
4551,"Seest thou not me, whom nature’s gifts adorn, Sprung from a hero, from a goddess born?"
4552,"The day shall come (which nothing can avert) When by the spear, the arrow, or the dart, By night, or day, by force, or by design, Impending death and certain fate are mine!"
4553,"Die then,”—He said; and as the word he spoke, The fainting stripling sank before the stroke: His hand forgot its grasp, and left the spear, While all his trembling frame confess’d his fear: Sudden, Achilles his broad sword display’d, And buried in his neck the reeking blade."
4554,"Prone fell the youth; and panting on the land, The gushing purple dyed the thirsty sand."
4555,"The victor to the stream the carcase gave, And thus insults him, floating on the wave:  “Lie there, Lycaon!"
4556,"let the fish surround Thy bloated corpse, and suck thy gory wound: There no sad mother shall thy funerals weep, But swift Scamander roll thee to the deep, Whose every wave some watery monster brings, To feast unpunish’d on the fat of kings."
